id;price.DEFAULT.net;price.DEFAULT.gross;productNumber;stock;tax.id;translations.DEFAULT.name
018fa534adac72cb8da1e94f2b2273e6;196.38;196.38;018fa534adac72cb8da1e94f2be772d3;50;018faa7fb2ab70fbb4d6967ee99bb9d4;"Ergonomic Wool Active Sleep"
018fa534adae70a1b7c5c138d3dd278d;780.79;780.79;018fa534adae70a1b7c5c138d48b22c9;3;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Cotton Zanilla"
018fa534adaf7101b763e20304f286af;689.33;689.33;018fa534adaf7101b763e203050ee402;8;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Concrete Mountain Edge"
018fa534adb0704b847ca8ff3a86cc56;37.873949579832;45.07;018fa534adb0704b847ca8ff3a943dc8;15;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Plastic Psychotrone"
018fa534adb27304a211d711ebdfad67;42.72;42.72;018fa534adb27304a211d711ebff6bbb;21;018faa7fb2ab70fbb4d6967ee99bb9d4;"Fantastic Rubber Full Spread"
018fa534adb3703a994a7c51a486073a;649.75;649.75;018fa534adb3703a994a7c51a4fed681;32;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Bronze PoshPet Collars"
018fa534adb471e3b05c73935e459302;822.55462184874;978.84;018fa534adb471e3b05c73935f1289f9;45;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Concrete Porno Corn"
018fa534adb573c0a9fca21a61cad4f0;26.042016806723;30.99;018fa534adb670cab4a59ce068567bf4;40;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Cotton Karma Check"
018fa534adb7720e952b253e2cacf610;771.52;771.52;018fa534adb7720e952b253e2d63fe41;30;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Aluminum Jockface"
018fa534adb870d481b3178cbdf45f17;791.9243697479;942.39;018fa534adb870d481b3178cbe633200;36;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Rubber Paper Lass"
018fa534adb970529bd3e52e32ea6ddd;788.64705882353;938.49;018fa534adb970529bd3e52e336714c4;2;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Steel Future This!"
018fa534adbb727bbe50a8c1efde4e7d;288.44859813084;308.64;018fa534adbb727bbe50a8c1f0b0f9fb;48;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Cotton Music Moods"
018fa534adbc7055b2953e3608babb70;20.73;20.73;018fa534adbc7055b2953e36094a3c5f;48;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Copper AppAround"
018fa534adbd72ee9cab894700e9262b;555;660.45;018fa534adbd72ee9cab89470103dc4d;10;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Wooden AutoMain"
018fa534adbf71ab87795a80a48e18ea;296.06722689076;352.32;018fa534adbf71ab87795a80a58c4ace;26;018faa7fb2ab70fbb4d6967ee99bb9d4;"Aerodynamic Marble Word Village"
018fa534ae5a72178f4d6fc77fdb8f91;901.97196261682;965.11;018fa534ae5a72178f4d6fc7805d7392;49;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Paper Black Belt Barbie"
018fa534ae5b735aa257ae793bea9eef;517.3781512605;615.68;018fa534ae5b735aa257ae793ca43f2c;21;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Cotton Bingles"
018fa534ae5d722daa708e1ea725be21;765.38;765.38;018fa534ae5d722daa708e1ea73e01ae;28;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Steel RADr"
018fa534ae5e726e94cf269be186e687;175.05607476636;187.31;018fa534ae5e726e94cf269be234ce38;49;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Bronze Soilarium"
018fa534ae6071e088fa6b660cbe66e8;731.73949579832;870.77;018fa534ae6071e088fa6b660db1afb8;11;018faa7fb2ab70fbb4d6967ee99bb9d4;"Fantastic Silk Centuria PowerShots"
018fa534ae61711abd447475368d667b;770.29411764706;916.65;018fa534ae61711abd447475370e3de9;38;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Wool Zillabells"
018fa534ae64729785f1b566abf66e76;254.3738317757;272.18;018fa534ae64729785f1b566ac469cfe;8;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Concrete Plate"
018fa534ae6670eab8e28ed440c9ff1b;691.97196261682;740.41;018fa534ae6670eab8e28ed44173e5b4;38;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Granite Van Mango"
018fa534ae6771b481e4eeecbb6d87d7;434;516.46;018fa534ae6771b481e4eeecbc473f07;1;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Paper ComIT"
018fa534ae68708ea86c36fbd3dace37;768.38;768.38;018fa534ae68708ea86c36fbd4afa6c5;28;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Concrete Boink"
018fa534ae6a7172825f5ddfbf7e0f75;292.39;292.39;018fa534ae6a7172825f5ddfbf803de2;23;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Copper Hot Vinyl"
018fa534ae6b71e39528b6dcefba5acb;840.10084033613;999.72;018fa534ae6b71e39528b6dceff63dc0;8;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Steel Norse Code"
018fa534ae6c72389d1ca09c39d2cdba;841.68224299065;900.6;018fa534ae6c72389d1ca09c39dd76c1;37;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Linen Performance Enhancing Cheese"
018fa534ae6e73869dbe05ad8dffa8ce;28.731092436975;34.19;018fa534ae6e73869dbe05ad8e21cbdb;7;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Wooden Livin’ Lard"
018fa534ae6f71a584c9e2ffcd32207b;4.8598130841121;5.2;018fa534ae6f71a584c9e2ffcdf3059d;34;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Leather Fishing Basket"
018fa534ae71700ba29dff7e0ca69d9d;177.96;177.96;018fa534ae71700ba29dff7e0ce66b63;25;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Iron Design of the Times"
018fa534ae7272fb9b7bdcf0d3aa7022;398.88235294118;474.67;018fa534ae7272fb9b7bdcf0d41f2810;31;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Granite Applicode"
018fa534ae737202981ef32c9885ffa5;264.1308411215;282.62;018fa534ae737202981ef32c98986a7d;48;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Paper WriteOnce"
018fa534ae7573f9afa8ff1b0d216398;723.25210084034;860.67;018fa534ae7573f9afa8ff1b0e105e00;19;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Granite B Cool 2 School"
018fa534ae7673abb5bb8e29cf9dfebb;44.028037383178;47.11;018fa534ae7673abb5bb8e29cfa56268;22;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Paper Kiev Kreme"
018fa534af54711a80af0de047dbfdca;355.39;355.39;018fa534af54711a80af0de0481f3884;11;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Marble Juan Knight Stand"
018fa534af5672189c2d1bc81e8247f3;563.02521008403;670;018fa534af5672189c2d1bc81f7af914;25;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Copper Curb Appeal"
018fa534af577051b0f5ee5d5e10f872;94.82;94.82;018fa534af577051b0f5ee5d5ee2a9c7;25;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Cotton Turkey Fins"
018fa534af597045899ff29ad23d898b;32.14953271028;34.4;018fa534af597045899ff29ad325d2a0;7;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Granite Ear Pudding"
018fa534af5a71adb861d90273926761;138.14018691589;147.81;018fa534af5a71adb861d90274314c3c;13;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Granite Bostonic"
018fa534af5c72079f26ccbc6ef6570d;127.82242990654;136.77;018fa534af5c72079f26ccbc6f8a5c51;3;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Steel True Faux"
018fa534af5d7002bcc73a7fb644c915;463.14018691589;495.56;018fa534af5d7002bcc73a7fb6f45d4c;2;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Copper So So Choritzo"
018fa534af5e7214a751923e0d64bc71;615.48739495798;732.43;018fa534af5e7214a751923e0dc97d1f;5;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Linen Martha Graham Crackers"
018fa534af6073599710c27b3ab7871a;360.94957983193;429.53;018fa534af6073599710c27b3ab8545b;11;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Cotton Flying Tortoise"
018fa534af6172f7912f80052eed3a1b;799.64705882353;951.58;018fa534af6172f7912f80052fc5e423;6;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Plastic theCommingler"
018fa534af62736c9f15d500fb6c0fe8;491.43697478992;584.81;018fa534af62736c9f15d500fb7e9b69;37;018faa7fb2ab70fbb4d6967ee99bb9d4;"Small Wool Contrary Beauty"
018fa534af6473c2a048185555068f8d;6.7226890756303;8;018fa534af6473c2a048185555562944;39;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Linen Solar Certain"
018fa534af6570bda5b86b94c17bdda2;537.61682242991;575.25;018fa534af6570bda5b86b94c1f02239;16;018faa7fb2ab70fbb4d6967ee99bb9d4;"Small Bronze Building Glass"
018fa534af67714eb29e91dcbb3b9111;400.41176470588;476.49;018fa534af67714eb29e91dcbbcf1eb9;50;018faa7fb2ab70fbb4d6967ee99bb9d4;"Aerodynamic Rubber Twiggery"
018fa534af687010976794418ab7171e;310.27102803738;331.99;018fa534af687010976794418b558a61;39;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Concrete Solar Bingo"
018fa534af69709da3f76a744d977338;349.29411764706;415.66;018fa534af69709da3f76a744e6e75d1;1;018faa7fb2ab70fbb4d6967ee99bb9d4;"Aerodynamic Paper Tickerband"
018fa534af6b70d69b9673cf12b28639;911.71028037383;975.53;018fa534af6b70d69b9673cf13b23a3e;49;018faa7fb2ab70fbb4d6967ee99bb9d4;"Ergonomic Silk Ziggy Endust"
018fa534af6c7378b5c03d8d84e17193;434.54;434.54;018fa534af6c7378b5c03d8d85925076;23;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Silk Care Corp"
018fa534af6e702684a9a6e7013e4b89;808.48598130841;865.08;018fa534af6e702684a9a6e701db1b25;23;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Leather Wheat Toaist"
018fa534af70716bbde3d049e775140a;77.990654205607;83.45;018fa534af70716bbde3d049e832c236;44;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Silk Comway"
018fa534b016716d9a6f8a0e3bafb654;453.52941176471;539.7;018fa534b016716d9a6f8a0e3c84f6ea;47;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Silk Friction Dictionary"
018fa534b01873d38b05de8000a1f707;268.26168224299;287.04;018fa534b01873d38b05de8000c16559;24;018faa7fb2ab70fbb4d6967ee99bb9d4;"Fantastic Copper Terra Cotta Jones"
018fa534b01970c7a87a85eb4a33e97f;134.29906542056;143.7;018fa534b01970c7a87a85eb4ad3b831;30;018faa7fb2ab70fbb4d6967ee99bb9d4;"Small Rubber Local Globe"
018fa534b01a7215959131681ef90870;363.60504201681;432.69;018fa534b01a7215959131681f4b291f;47;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Wool Data Basket"
018fa534b01c70028527ce1f56d30126;870.92523364486;931.89;018fa534b01c70028527ce1f57580daa;1;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Paper Umbilical Cordials"
018fa534b01d70bb995418756170a71a;261.79439252336;280.12;018fa534b01d70bb995418756255b9a3;45;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Silk Syndrome Dome"
018fa534b01f70a387277acaa51ca6c2;264.84112149533;283.38;018fa534b01f70a387277acaa5c4525e;27;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Paper Fear Foil"
018fa534b02073b78df43a07b945396a;571.51401869159;611.52;018fa534b02073b78df43a07b99e1360;27;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Bronze Mr. Flosty"
018fa534b02171e1b4ba2912b1a0fe7b;251.45794392523;269.06;018fa534b02171e1b4ba2912b288b5fe;1;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Marble Lode and Lock"
018fa534b023708ebd00754f2e3220d3;891.65;891.65;018fa534b023708ebd00754f2efa98d9;32;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Rubber Acclimaze"
018fa534b02470de93eba6ffc83dfec3;492.70588235294;586.32;018fa534b02470de93eba6ffc884e581;12;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Concrete VitaKids"
018fa534b02572488e4048454976a7ab;143.1;143.1;018fa534b02572488e4048454a2088d3;-3;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Steel Basil Bromide"
018fa534b02770dda8435d7ec79ec859;651.51;651.51;018fa534b02770dda8435d7ec83c5636;25;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Iron ExoGame"
018fa534b02871ce89951fd47f173e46;592.8785046729;634.38;018fa534b02871ce89951fd47f86b4a0;20;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Steel Whole Suite Software"
018fa534b029720bb55b6525aba46cca;833.65;833.65;018fa534b029720bb55b6525ac731f8e;16;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Copper Square Root Beer"
018fa534b02b733d89f39e90460eccec;423.69;423.69;018fa534b02b733d89f39e9046dca611;49;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Aluminum Sweet Dreams"
018fa534b02c71e885213c6043507cbc;660.27;660.27;018fa534b02c71e885213c6044312a6d;29;018faa7fb2ab70fbb4d6967ee99bb9d4;"Aerodynamic Iron Coup de Veal"
018fa534b02d7302831648b2bea8fe32;818.14285714286;973.59;018fa534b02d7302831648b2bee0f521;9;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Aluminum Soap Capsule"
018fa534b02f73d1a9b17c2cf07e5722;216.69;216.69;018fa534b02f73d1a9b17c2cf0d21898;39;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Leather SuperPrint 1000"
018fa534b03072689f3df6fd27577ad0;686.32710280374;734.37;018fa534b03072689f3df6fd27b82265;43;018faa7fb2ab70fbb4d6967ee99bb9d4;"Sleek Iron Screen Sculptor"
018fa534b10d72a9bbd7a42e48920fcb;269.47663551402;288.34;018fa534b10d72a9bbd7a42e48ec0d13;50;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Wooden CoffeeMatic"
018fa534b10f7315898f4b0bae334ce5;525.6;525.6;018fa534b10f7315898f4b0baedb68b6;34;018faa7fb2ab70fbb4d6967ee99bb9d4;"Mediocre Cotton Air Apparent"
018fa534b110713f8dba646098ec2cd2;906.1214953271;969.55;018fa534b110713f8dba646098eeb0d1;5;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Aluminum Dot Compactor"
018fa534b112731986b562947be76b4c;872.29906542056;933.36;018fa534b112731986b562947cd34cf3;27;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Granite Tarmodial 14"
018fa534b11372cfb232e66f784f6d7b;725.67289719626;776.47;018fa534b11372cfb232e66f794a8654;26;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Aluminum Silly String Serene"
018fa534b11573eeb769bc02acf686b0;220.40186915888;235.83;018fa534b11573eeb769bc02ad9e728d;29;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Silk Portable Fish"
018fa534b11670d59938fe780d566358;331.00840336134;393.9;018fa534b11670d59938fe780dbb57c3;24;018faa7fb2ab70fbb4d6967ee99bb9d4;"Enormous Aluminum Black Belt Barbie"
018fa534b11872edb32ca716589b0bea;301.32;301.32;018fa534b11872edb32ca71658d4ad89;23;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Linen Yak Candy"
018fa534b1197344b2f79c4b5196cc83;667.43;667.43;018fa534b1197344b2f79c4b5282851e;18;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Iron Ports O’ Call Tawny"
018fa534b11a73b2868ea1912e794992;716.68067226891;852.85;018fa534b11a73b2868ea1912f04b101;36;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Cotton KoTexas"
018fa534b11c70c9b93fd465657679d2;455.28;455.28;018fa534b11c70c9b93fd4656585f775;28;018faa7fb2ab70fbb4d6967ee99bb9d4;"Aerodynamic Bronze Buffalo Butter"
018fa534b11d72f998d2bcac2c216c05;296.87;296.87;018fa534b11d72f998d2bcac2c3a9b4e;2;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Concrete Comfidant"
018fa534b11f71c68e9058d63b23ca02;9.6470588235294;11.48;018fa534b11f71c68e9058d63b7cffef;46;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Concrete Stretch-n-Shape"
018fa534b12072b6b60b6a768b467753;848.37;848.37;018fa534b12072b6b60b6a768b7b7667;48;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Bronze Parvenu Charlie"
018fa534b122700fbc5203e40dbb3ccd;892.05607476636;954.5;018fa534b122700fbc5203e40e71aa07;10;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Plastic Tea Bones"
018fa534b1237298840225ac34043ccf;285.48;285.48;018fa534b1237298840225ac34a33c06;50;018faa7fb2ab70fbb4d6967ee99bb9d4;"Ergonomic Leather Faux Certain"
018fa534b12472089bcc44d49ed385b1;407.1214953271;435.62;018fa534b12472089bcc44d49f575745;6;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Copper Alumistrong"
018fa534b12670f7b74dde56affa17ca;830.14953271028;888.26;018fa534b12670f7b74dde56b04e04e8;49;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Silk PowerCast"
018fa534b127726e9cce356a5325071b;355.09345794393;379.95;018fa534b127726e9cce356a53ae35e0;-5;018faa7fb2ab70fbb4d6967ee99bb9d4;"Sleek Leather Fleece Panties"
018fa534b129704a931cc3e01f0aeef6;34.07476635514;36.46;018fa534b129704a931cc3e01fc29c9b;42;018faa7fb2ab70fbb4d6967ee99bb9d4;"Rustic Bronze Pockmarked Porcelin"
018fa534b1c871e28c23c09dc971e7c1;37.252100840336;44.33;018fa534b1c871e28c23c09dc9d6e8e2;3;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Marble Holy Sauce"
018fa534b1ca723385531d13ae49ed94;762.03;762.03;018fa534b1ca723385531d13aeefea7a;3;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Silk Comscript"
018fa534b1cc73d8bf3af20a1fdced00;179.84;179.84;018fa534b1cc73d8bf3af20a2025bda5;48;018faa7fb2ab70fbb4d6967ee99bb9d4;"Lightweight Plastic ICON Incontinence Control System"
018fa534b1cd7377aab1c8a4dada3e9f;611.90654205607;654.74;018fa534b1cd7377aab1c8a4db387d54;29;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Cotton Overfork"
018fa534b1cf7329bf1c29a8b40a6b6d;651.63551401869;697.25;018fa534b1cf7329bf1c29a8b4586124;35;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Wool Pylon Hose"
018fa534b1d071a9bf109dbfbfaff8b3;140.19626168224;150.01;018fa534b1d071a9bf109dbfc011d215;29;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Aluminum Xymonk"
018fa534b1d2739bbc6af972200392e0;458.01869158879;490.08;018fa534b1d2739bbc6af972202057d0;50;018faa7fb2ab70fbb4d6967ee99bb9d4;"Small Granite PoshPooch Collars"
018fa534b1d37064bb40ef3c7ff9403b;369.73;369.73;018fa534b1d37064bb40ef3c809f8338;1;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Rubber Zenolux"
018fa534b1d5710280795a01c5290580;41.06;41.06;018fa534b1d5710280795a01c5ab4c17;4;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Bronze Heart Worms"
018fa534b1d67329b87240af41d976d6;712.97478991597;848.44;018fa534b1d67329b87240af427ddb2c;11;018faa7fb2ab70fbb4d6967ee99bb9d4;"Sleek Bronze Prawn Flakes"
018fa534b1d87107a665d2afab6b3203;313.54205607477;335.49;018fa534b1d87107a665d2afac44eafa;42;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Rubber eBrother(s)"
018fa534b1d97062a4b6f5bbb9b9bd84;177.18691588785;189.59;018fa534b1d97062a4b6f5bbb9f86356;39;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Concrete Baby Sausage"
018fa534b1db708ab153c46188feae48;421.95798319328;502.13;018fa534b1db708ab153c4618952d56a;16;018faa7fb2ab70fbb4d6967ee99bb9d4;"Incredible Marble AllYear"
018fa534b1dc721cbb2896b7cab983d3;455.69;455.69;018fa534b1dc721cbb2896b7cb672177;19;018faa7fb2ab70fbb4d6967ee99bb9d4;"Heavy Duty Bronze Pocket Tones"
018fa534b1de728b8694d311ce40e630;557.7476635514;596.79;018fa534b1de728b8694d311ceb261bd;6;018faa7fb2ab70fbb4d6967ee99bb9d4;"Awesome Paper Attila the Honey Bee"
018fa534b1df7157987da5a18fb51c7a;156.67289719626;167.64;018fa534b1df7157987da5a18fdd4dc4;44;018faa7fb2ab70fbb4d6967ee99bb9d4;"Small Rubber PowerCast"
018fa534b1e07060bc0e68d98b068270;607.84033613445;723.33;018fa534b1e07060bc0e68d98bfac39a;47;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Paper InterPotty"
018fa534b1e270b3831c5c4e88293cf0;565.20560747664;604.77;018fa534b1e270b3831c5c4e8925a417;37;018faa7fb2ab70fbb4d6967ee99bb9d4;"Gorgeous Wool Alumicide"
018fa534b1e37003bb22c1d6d35a7c75;414.48;414.48;018fa534b1e37003bb22c1d6d3896c55;41;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Wooden Diamantra"
018fa534b1e570dd82590feccb9ad399;273.35294117647;325.29;018fa534b1e570dd82590feccbb2bb32;32;018faa7fb2ab70fbb4d6967ee99bb9d4;"Synergistic Wool Kafka’s Klues"
018fa534b34370b08abeef6546b8bfb3;110.61682242991;118.36;018fa534b34370b08abeef6546bf63c1;45;018faa7fb2ab70fbb4d6967ee99bb9d4;"Durable Granite Empower Mints"
018fa534b3447278a9dd32d315235617;670.78991596639;798.24;018fa534b3447278a9dd32d3152c6819;37;018faa7fb2ab70fbb4d6967ee99bb9d4;"Practical Steel Pro Coke"
018fa534b34671fc9092589db8f1fb82;208.71428571429;248.37;018fa534b34671fc9092589db9b88e2f;35;018faa7fb2ab70fbb4d6967ee99bb9d4;"Intelligent Aluminum Quilch"
